LAB_SAMPLE_ID,DATASET,TC,TN,OC,IC
VW2178,Survey,19.51632068,1.221968852,21.41619964,
VW2179,Survey,11.40918831,0.911671493,15.26455523,
VW2180,Survey,7.936029873,0.669589359,10.26620554,
VW2181,Survey,156.188756,8.495283721,164.6330213,
VW2182,Survey,12.7879548,1.095576703,14.11123966,
VW2183,Survey,11.7244882,0.737296137,10.84994849,
VW2184,Survey,7.444073795,0.638280676,10.02019399,
VW2185,Survey,293.3721522,16.95095706,309.7079062,
VW2186,Survey,61.99052204,4.185584057,47.40447808,
VW2187,Survey,9.110792891,0.255891608,7.206744273,
VW2188,Survey,0.245649791,0.0131127,0.616379812,
VW2189,Survey,0,0,0.000314835,
VW2190,Survey,0,0,0.114096004,
VW2191,Survey,223.450776,11.82734691,219.869584,
VW2192,Survey,87.07709754,4.370896868,70.54543515,
VW2193,Survey,64.35537195,3.158983687,46.19504933,
VW2194,Survey,96.00364544,4.465762165,89.23760919,
VW2195,Survey,23.2650525,1.048287252,14.485636,
VW2196,Survey,373.1592383,18.86899807,440.3009772,
VW2197,Survey,195.6884839,10.11744411,194.0262342,
VW2198,Survey,26.54513393,0.991966599,20.95703107,
VW2199,Survey,9.468938283,0.123829176,8.826965782,
VW2200,Survey,8.529215112,0.122073861,6.492574091,
VW2201,Survey,83.36657808,6.399361852,79.06304023,
VW2202,Survey,124.9309176,8.595504012,123.7783078,
VW2203,Survey,143.0018956,9.954548737,160.1639582,
VW2204,Survey,165.4423628,11.32147527,192.0308606,
VW2205,Survey,103.0358984,5.435542531,106.7113792,
VW2206,Survey,79.91861156,6.223872363,69.7768858,
VW2207,Survey,161.5918931,10.65675132,167.6245501,
VW2208,Survey,164.3713741,11.7467623,189.8024225,
VW2209,Survey,55.97140581,4.721933346,66.56521788,
VW2210,Survey,81.43021173,6.440560806,97.75389612,
VW2211,Survey,99.30590861,6.794864036,88.19713552,
VW2212,Survey,129.0611875,9.17169111,149.0762857,
VW2213,Survey,147.2402657,10.07253672,157.1758675,
VW2214,Survey,177.3901671,10.60180299,185.719931,
VW2215,Survey,15.17848095,0.674159229,18.85403215,
VW2216,Survey,2.762991951,0.115005359,4.533245656,
VW2217,Survey,342.5753073,19.67031603,352.4461796,
VW2218,Survey,459.4253583,24.75424693,509.9851141,
VW2219,Survey,52.93063032,3.753034426,50.81090734,
VW2220,Survey,27.61631775,2.306896209,29.97177072,
VW2221,Survey,14.07978531,1.204122156,12.0952876,
VW2222,Survey,14.31462254,1.380476954,13.33237143,
VW2223,Survey,269.664677,14.42531294,261.4446456,
VW2224,Survey,436.6603688,23.07083591,498.4016065,
VW2225,Survey,93.62143462,6.00451897,96.22379865,
VW2226,Survey,14.99768136,1.041524344,16.03580401,
VW2227,Survey,15.92919052,1.118088416,12.82449208,
VW2228,Survey,14.24103811,1.25114068,10.38957908,
VW2229,Survey,232.2310832,14.00245174,232.3569754,
VW2230,Survey,484.5827353,27.23408864,558.5063999,
VW2231,Survey,40.98251829,2.537607582,35.8628868,
VW2232,Survey,14.22491376,0.727014922,9.264894981,
VW2233,Survey,7.517214997,0.697884806,5.058140439,
VW2234,Survey,8.723894733,0.772894349,4.249609086,
VW2235,Survey,76.78675147,5.455816821,80.18471789,
VW2236,Survey,20.87446342,1.775415008,24.1458432,
VW2237,Survey,10.01825049,1.010435082,11.26803239,
VW2238,Survey,8.784151933,0.8461702,12.71046565,
VW2239,Survey,53.068617,4.04818424,56.05570807,
VW2240,Survey,13.12454942,1.221139923,13.50020124,
VW2241,Survey,12.2748556,0.854138246,13.22238679,
VW2242,Survey,36.754173,2.368305545,42.56482029,
VW2243,Survey,27.2483478,2.212739551,29.50120311,
VW2244,Survey,6.829749798,0.571291082,8.624230384,
VW2245,Survey,172.5058962,7.587545703,151.5656454,
VW2246,Survey,47.15880667,2.159403799,37.55435724,
VW2247,Survey,7.246217934,0.275519485,3.894370709,
VW2248,Survey,72.54448446,2.290322051,56.72420021,
VW2249,Survey,237.4166334,11.2543744,247.8955781,
VW2250,Survey,92.99470068,5.056251429,77.93180075,
VW2251,Survey,57.51958908,2.437129999,43.34194557,
VW2252,Survey,11.90445968,0.724271805,10.51466877,
VW2253,Survey,229.7282831,11.26743489,214.6140031,
VW2254,Survey,78.52917747,3.989810497,65.41102069,
VW2255,Survey,4.284999361,0.197075177,1.956137904,
VW2256,Survey,2.5347442,0.109092739,0.922647658,
VW2257,Survey,254.2395171,12.10378194,259.7589784,
VW2258,Survey,23.7996159,2.399992754,22.52569302,
VW2259,Survey,15.18069393,1.447627674,16.70209771,
VW2260,Survey,12.58196098,1.55052304,12.26428416,
VW2261,Survey,170.6090518,9.570212468,153.0000773,
VW2262,Survey,16.13598371,2.135932559,15.00700824,
VW2263,Survey,19.50131213,2.301543863,20.73318746,
VW2264,Survey,14.49593687,1.694904553,13.70218311,
VW2265,Survey,167.133184,11.50409017,182.9967734,
VW2266,Survey,23.21965767,2.792652081,17.97652306,
VW2267,Survey,12.67994471,1.745437323,12.00133292,
VW2268,Survey,11.53498954,1.532371652,10.69161166,
VW2269,Survey,33.98031878,2.101966434,29.0382278,
VW2270,Survey,29.66622498,1.623300232,29.35400883,
VW2271,Survey,12.22947061,0.511805173,10.90038427,
VW2272,Survey,11.73742118,0.461029457,11.42346038,
VW2273,Survey,8.369038199,0.302067854,6.978806078,
VW2274,Survey,3.639861097,0.15535777,4.203914619,
VW2275,Survey,38.61066421,2.333903955,37.07069682,
VW2276,Survey,10.60012294,0.58749297,10.99601517,
VW2277,Survey,7.794638605,0.377665557,9.906107876,
VW2278,Survey,4.038914187,0.192791246,5.375446887,
VW2279,Survey,4.710358353,0.188524516,5.387797673,
VW2280,Survey,7.041051636,0.245146389,2.780886425,
VW2281,Survey,28.68906055,1.768689866,25.48800856,
VW2282,Survey,35.79095236,2.100719777,36.15097395,
VW2283,Survey,6.972562395,0.324244147,8.445318403,
VW2284,Survey,13.35085367,0.715977099,13.81080393,
VW2285,Survey,4.340893077,0.192020993,5.92929805,
VW2286,Survey,4.670491521,0.157308218,4.753987172,
VW2287,Survey,29.61505925,2.095916362,27.46969525,
VW2288,Survey,8.418116157,0.719700098,9.07881982,
VW2289,Survey,16.891689,1.288715367,19.5777577,
VW2290,Survey,6.680550025,0.485409283,8.534741559,
VW2291,Survey,6.181016407,0.58811153,8.801724233,
VW2292,Survey,61.02392239,4.229023619,59.34565325,
VW2293,Survey,5.729675218,0.463321042,7.41734331,
VW2294,Survey,5.506193655,0.501066346,9.869361535,
VW2295,Survey,4.69474056,0.374513523,6.441022699,
VW2296,Survey,2.365520901,0.284083883,5.004030307,
VW2297,Survey,66.14537995,3.98238743,66.89005411,
VW2298,Survey,5.537959704,0.619169276,8.413410746,
VW2299,Survey,4.135114116,0.405839455,5.840835236,
VW2300,Survey,1.836138822,0.219355188,4.899051024,
VW2301,Survey,5.147349076,0.47821623,9.648434953,
VW2302,Survey,169.3881426,9.962172877,179.223282,
VW2303,Survey,12.33209308,1.674806104,14.30806276,
VW2304,Survey,10.62953001,1.403151595,14.20505194,
VW2305,Survey,8.740584777,1.486621771,12.7557694,
VW2306,Survey,114.2530108,7.671869595,120.8161499,
VW2307,Survey,14.68294414,1.699618046,18.07347517,
VW2308,Survey,7.650197278,1.315475951,9.771363343,
VW2309,Survey,9.894038139,1.33401576,12.29716932,
VW2310,Survey,110.3350664,7.870813417,106.2462055,
VW2311,Survey,10.12129323,1.250870007,12.27738529,
VW2312,Survey,10.5484127,1.376309078,10.29749488,
VW2313,Survey,367.7914649,18.30888252,395.1650991,
VW2314,Survey,36.73911524,2.796323073,38.58952793,
VW2315,Survey,31.81403319,2.607272237,31.06600907,
VW2316,Survey,1.65544249,0.254970968,3.017085625,
VW2317,Survey,362.5886239,17.43642038,372.3649465,
VW2318,Survey,30.98276056,2.621640246,26.97465473,
VW2319,Survey,5.072553486,0.568065348,4.797576174,
VW2320,Survey,3.080934157,0.446225069,5.128336164,
VW2321,Survey,368.2361427,21.24979506,399.7268466,
VW2322,Survey,61.02781272,4.605500558,63.22245608,
VW2323,Survey,18.75070132,1.716380351,18.52784214,
VW2324,Survey,38.02720222,1.652931921,42.31754898,
VW2325,Survey,49.36369236,2.869354803,37.91680131,
VW2326,Survey,36.80719067,2.126778889,32.76568715,
VW2327,Survey,28.95381577,1.533193721,23.87034786,
VW2328,Survey,18.43844459,0.997229522,17.29254006,
VW2329,Survey,21.61159248,0.883817529,18.20079521,
VW2330,Survey,87.50249819,5.214139336,76.41287817,
VW2331,Survey,32.49129961,1.513497839,26.1547757,
VW2332,Survey,18.40424586,0.874519176,13.20295449,
VW2333,Survey,11.51360265,0.497877428,10.09549583,
VW2334,Survey,9.317359429,0.438052306,7.994795835,
VW2335,Survey,63.17807996,3.615074782,52.23694417,
VW2336,Survey,26.68915748,1.60017946,21.5935495,
VW2337,Survey,14.06763797,0.628341582,11.432953,
VW2338,Survey,8.73285242,0.352777315,6.238879951,
VW2339,Survey,354.2311703,14.57668875,377.0486267,
VW2340,Survey,53.91088181,1.716912296,43.8501291,
VW2341,Survey,24.44896038,0.558000783,19.15004116,
VW2342,Survey,13.96762058,0.07620294,2.715597481,
VW2343,Survey,2.671178372,0.074049839,3.943667742,
VW2344,Survey,2.639741074,0.036515006,3.683689458,
VW2345,Survey,8.364161431,0.235993187,1.394031237,
VW2346,Survey,248.609326,10.46367226,269.3573547,
VW2347,Survey,177.3379612,7.829772138,173.4570655,
VW2348,Survey,95.32476063,3.785880799,84.9446833,
VW2349,Survey,43.9266724,1.357604817,38.47949174,
VW2350,Survey,15.36196288,0.1609746,9.137084063,
VW2351,Survey,376.8715577,17.50817401,422.9508957,
VW2352,Survey,441.8765551,21.55074503,507.6238809,
VW2353,Survey,94.04047832,4.19885589,84.89630334,
VW2354,Survey,13.12662173,0.23301995,11.12542016,
VW2355,Survey,16.15443487,0.282909525,12.39496234,
