SAMPLE_ID,CORE_LABEL,CORE_NO,UPPER_SAMPLE_DEPTH,LOWER_SAMPLE_DEPTH,CORE_LENGTH,HEIGHT_IN,HEIGHT_OUT,COMPACTION_FACTOR,CONTAINER_WEIGHT,SAMPLE_CONTAINER_DRYWEIGHT,NOTES2
2257,RELA,1,0,2,150,106,70,,0,9.1906,DRY WEIGHT RECORDED DIRECTLY
2258,RELA,1,14,16,150,106,70,,0,51.1908,DRY WEIGHT RECORDED DIRECTLY
2259,RELA,1,28,30,150,106,70,,0,51.8801,DRY WEIGHT RECORDED DIRECTLY
2260,RELA,1,38,40,150,106,70,,0,43.9501,DRY WEIGHT RECORDED DIRECTLY
2261,RELA,3,0,2,150,93,66,,0,7.2002,DRY WEIGHT RECORDED DIRECTLY
2262,RELA,3,14,16,150,93,66,,0,42.9769,DRY WEIGHT RECORDED DIRECTLY
2263,RELA,3,28,30,150,93,66,,0,41.414,DRY WEIGHT RECORDED DIRECTLY
2264,RELA,3,48,50,150,93,66,,0,45.3372,DRY WEIGHT RECORDED DIRECTLY
2265,RELA,5,0,2,150,101,87,,0,10.3695,DRY WEIGHT RECORDED DIRECTLY
2266,RELA,5,14,16,150,101,87,,0,46.6801,DRY WEIGHT RECORDED DIRECTLY
2267,RELA,5,28,30,150,101,87,,0,44.0752,DRY WEIGHT RECORDED DIRECTLY
2268,RELA,5,48,50,150,101,87,,0,47.5747,DRY WEIGHT RECORDED DIRECTLY
2269,RILA,1,0,2,150,71,60,,0,23.9286,DRY WEIGHT RECORDED DIRECTLY
2270,RILA,1,14,16,150,71,60,,0,50.7554,DRY WEIGHT RECORDED DIRECTLY
2271,RILA,1,28,30,150,71,60,,0,60.391,DRY WEIGHT RECORDED DIRECTLY
2272,RILA,1,48,50,150,71,60,,0,65.377,DRY WEIGHT RECORDED DIRECTLY
2273,RILA,1,74,76,150,71,60,,0,47.8624,DRY WEIGHT RECORDED DIRECTLY
2274,RILA,1,80,82,150,71,60,,0,56.9227,DRY WEIGHT RECORDED DIRECTLY
2275,RILA,3,0,2,150,65,47,,0,27.6024,DRY WEIGHT RECORDED DIRECTLY
2276,RILA,3,14,16,150,65,47,,0,47.7549,DRY WEIGHT RECORDED DIRECTLY
2277,RILA,3,28,30,150,65,47,,0,59.4056,DRY WEIGHT RECORDED DIRECTLY
2278,RILA,3,48,50,150,65,47,,0,68.7327,DRY WEIGHT RECORDED DIRECTLY
2279,RILA,3,74,76,150,65,47,,0,64.3446,DRY WEIGHT RECORDED DIRECTLY
2280,RILA,3,82,84,150,65,47,,0,73.8783,DRY WEIGHT RECORDED DIRECTLY
2281,RILA,5,0,2,150,63,49,,0,33.2058,DRY WEIGHT RECORDED DIRECTLY
2282,RILA,5,14,16,150,63,49,,0,48.2222,DRY WEIGHT RECORDED DIRECTLY
2283,RILA,5,28,30,150,63,49,,0,66.6226,DRY WEIGHT RECORDED DIRECTLY
2284,RILA,5,48,50,150,63,49,,0,62.7503,DRY WEIGHT RECORDED DIRECTLY
2285,RILA,5,74,76,150,63,49,,0,63.066,DRY WEIGHT RECORDED DIRECTLY
2286,RILA,5,84,86,150,63,49,,0,80.5472,DRY WEIGHT RECORDED DIRECTLY
2287,BARM,1,0,2,120,62,49,,0,31.2618,DRY WEIGHT RECORDED DIRECTLY
2288,BARM,1,14,16,120,62,49,,0,67.2894,DRY WEIGHT RECORDED DIRECTLY
2289,BARM,1,28,30,120,62,49,,0,50.5483,DRY WEIGHT RECORDED DIRECTLY
2290,BARM,1,48,50,120,62,49,,0,60.0441,DRY WEIGHT RECORDED DIRECTLY
2291,BARM,1,52,54,120,62,49,,0,57.6434,DRY WEIGHT RECORDED DIRECTLY
2292,BARM,3,0,2,120,67,52,,0,17.2804,DRY WEIGHT RECORDED DIRECTLY
2293,BARM,3,14,16,120,67,52,,0,57.9357,DRY WEIGHT RECORDED DIRECTLY
2294,BARM,3,28,30,120,67,52,,0,56.1609,DRY WEIGHT RECORDED DIRECTLY
2295,BARM,3,48,50,120,67,52,,0,68.342,DRY WEIGHT RECORDED DIRECTLY
2296,BARM,3,52,54,120,67,52,,0,67.2873,DRY WEIGHT RECORDED DIRECTLY
2297,BARM,5,0,2,120,62,46,,0,25.9274,DRY WEIGHT RECORDED DIRECTLY
2298,BARM,5,14,16,120,62,46,,0,57.2247,DRY WEIGHT RECORDED DIRECTLY
2299,BARM,5,28,30,120,62,46,,0,62.3513,DRY WEIGHT RECORDED DIRECTLY
2300,BARM,5,48,50,120,62,46,,0,63.3247,DRY WEIGHT RECORDED DIRECTLY
2301,BARM,5,60,62,120,62,46,,0,61.401,DRY WEIGHT RECORDED DIRECTLY
2302,CHAM,2,0,2,90,56,51,,0,9.0113,DRY WEIGHT RECORDED DIRECTLY
2303,CHAM,2,14,16,90,56,51,,0,44.3984,DRY WEIGHT RECORDED DIRECTLY
2304,CHAM,2,28,30,90,56,51,,0,44.1215,DRY WEIGHT RECORDED DIRECTLY
2305,CHAM,2,31.5,33.5,90,56,51,,0,55.0074,DRY WEIGHT RECORDED DIRECTLY
2306,CHAM,3,0,2,90,52,50,,0,11.5741,DRY WEIGHT RECORDED DIRECTLY
2307,CHAM,3,14,16,90,52,50,,0,43.8385,DRY WEIGHT RECORDED DIRECTLY
2308,CHAM,3,28,30,90,52,50,,0,44.1016,DRY WEIGHT RECORDED DIRECTLY
2309,CHAM,3,34.5,36.5,90,52,50,,0,46.2395,DRY WEIGHT RECORDED DIRECTLY
2310,CHAM,4,0,2,90,51,43,,0,6.9995,DRY WEIGHT RECORDED DIRECTLY
2311,CHAM,4,14,16,90,51,43,,0,52.524,DRY WEIGHT RECORDED DIRECTLY
2312,CHAM,4,26,28,90,51,43,,0,52.0566,DRY WEIGHT RECORDED DIRECTLY
2313,NEWH,1,0,2,120,79,68,,0,3.4816,DRY WEIGHT RECORDED DIRECTLY
2314,NEWH,1,14,16,120,79,68,,0,31.7262,DRY WEIGHT RECORDED DIRECTLY
2315,NEWH,1,28,30,120,79,68,,0,33.8232,DRY WEIGHT RECORDED DIRECTLY
2316,NEWH,1,37.5,39.5,120,79,68,,0,38.3773,DRY WEIGHT RECORDED DIRECTLY
2317,NEWH,2,0,2,120,68,52,,0,10.2397,DRY WEIGHT RECORDED DIRECTLY
2318,NEWH,2,14,16,120,68,52,,0,41.6688,DRY WEIGHT RECORDED DIRECTLY
2319,NEWH,2,28,30,120,68,52,,0,55.365,DRY WEIGHT RECORDED DIRECTLY
2320,NEWH,2,39,41,120,68,52,,0,54.8962,DRY WEIGHT RECORDED DIRECTLY
2321,NEWH,5,0,2,120,75,51,,0,6.0555,DRY WEIGHT RECORDED DIRECTLY
2322,NEWH,5,14,16,120,75,51,,0,36.8816,DRY WEIGHT RECORDED DIRECTLY
2323,NEWH,5,28,30,120,75,51,,0,34.6478,DRY WEIGHT RECORDED DIRECTLY
2324,NEWH,5,41.5,43.5,120,75,51,,0,59.5252,DRY WEIGHT RECORDED DIRECTLY
2325,SPAD,1,0,2,120,49,42,,0,32.6994,DRY WEIGHT RECORDED DIRECTLY
2326,SPAD,1,14,16,120,49,42,,0,38.4321,DRY WEIGHT RECORDED DIRECTLY
2327,SPAD,1,28,30,120,49,42,,0,47.8202,DRY WEIGHT RECORDED DIRECTLY
2328,SPAD,1,48,50,120,49,42,,0,56.9179,DRY WEIGHT RECORDED DIRECTLY
2329,SPAD,1,66.5,68.5,120,49,42,,0,57.6448,DRY WEIGHT RECORDED DIRECTLY
2330,SPAD,2,0,2,120,68,63,,0,20.3181,DRY WEIGHT RECORDED DIRECTLY
2331,SPAD,2,14,16,120,68,63,,0,40.0952,DRY WEIGHT RECORDED DIRECTLY
2332,SPAD,2,28,30,120,68,63,,0,63.0447,DRY WEIGHT RECORDED DIRECTLY
2333,SPAD,2,48,50,120,68,63,,0,62.6919,DRY WEIGHT RECORDED DIRECTLY
2334,SPAD,2,50.5,52.5,120,68,63,,0,68.8929,DRY WEIGHT RECORDED DIRECTLY
2335,SPAD,3,0,2,120,64,58,,0,35.6339,DRY WEIGHT RECORDED DIRECTLY
2336,SPAD,3,14,16,120,64,58,,0,53.002,DRY WEIGHT RECORDED DIRECTLY
2337,SPAD,3,28,30,120,64,58,,0,63.3286,DRY WEIGHT RECORDED DIRECTLY
2338,SPAD,3,48,50,120,64,58,,0,70.6955,DRY WEIGHT RECORDED DIRECTLY
2339,BAWB,1,0,2,150,30,10,,0,6.4439,DRY WEIGHT RECORDED DIRECTLY
2340,BAWB,1,14,16,150,30,10,,0,32.4853,DRY WEIGHT RECORDED DIRECTLY
2341,BAWB,1,28,30,150,30,10,,0,46.4569,DRY WEIGHT RECORDED DIRECTLY
2342,BAWB,1,48,50,150,30,10,,0,50.4137,DRY WEIGHT RECORDED DIRECTLY
2343,BAWB,1,74,76,150,30,10,,0,51.987,DRY WEIGHT RECORDED DIRECTLY
2344,BAWB,1,98,100,150,30,10,,0,40.4811,DRY WEIGHT RECORDED DIRECTLY
2345,BAWB,1,118,120,150,30,10,,0,48.0369,DRY WEIGHT RECORDED DIRECTLY
2346,BAWB,4,0,2,150,93,89,,0,8.2749,DRY WEIGHT RECORDED DIRECTLY
2347,BAWB,4,14,16,150,93,89,,0,11.7752,DRY WEIGHT RECORDED DIRECTLY
2348,BAWB,4,28,30,150,93,89,,0,19.8473,DRY WEIGHT RECORDED DIRECTLY
2349,BAWB,4,48,50,150,93,89,,0,32.4912,DRY WEIGHT RECORDED DIRECTLY
2350,BAWB,4,59,61,150,93,89,,0,49.3381,DRY WEIGHT RECORDED DIRECTLY
2351,BAWB,5,0,2,150,93,78,,0,3.8895,DRY WEIGHT RECORDED DIRECTLY
2352,BAWB,5,14,16,150,93,78,,0,3.3514,DRY WEIGHT RECORDED DIRECTLY
2353,BAWB,5,28,30,150,93,78,,0,15.2716,DRY WEIGHT RECORDED DIRECTLY
2354,BAWB,5,48,50,150,93,78,,0,49.9792,DRY WEIGHT RECORDED DIRECTLY
2355,BAWB,5,53,55,150,93,78,,0,74.2122,DRY WEIGHT RECORDED DIRECTLY
BlueC1500,LC,2,0,2,,,,0.85,0,10.069002,ESTIMATED COMPACTION
BlueC1501,LC,2,14,16,,,,0.85,0,27.258002,ESTIMATED COMPACTION
BlueC1502,LC,2,28,30,,,,0.85,0,23.636002,ESTIMATED COMPACTION
BlueC1536,LC,1,0,2,,,,0.85,0,15.806002,ESTIMATED COMPACTION
BlueC1537,LC,1,14,16,,,,0.85,0,28.291002,ESTIMATED COMPACTION
BlueC1538,LC,1,28,30,,,,0.85,0,70.062002,ESTIMATED COMPACTION
BlueC1626,PIC,3,0,2,,,,0.7,0,3.097944,ESTIMATED COMPACTION
BlueC1627,PIC,3,14,16,,,,0.7,0,5.274944,ESTIMATED COMPACTION
BlueC1631,LON,2,0,2,,,,0.9,0,14.156944,ESTIMATED COMPACTION
BlueC1632,LON,2,14,16,,,,0.9,0,43.027944,ESTIMATED COMPACTION
BlueC1633,LON,2,28,30,,,,0.9,0,53.151944,ESTIMATED COMPACTION
BlueC1634,ACI,2,0,2,,,,0.8,0,13.321944,ESTIMATED COMPACTION
BlueC1635,ACI,2,14,16,,,,0.8,0,36.693944,ESTIMATED COMPACTION
BlueC1636,ACI,2,28,30,,,,0.8,0,35.456944,ESTIMATED COMPACTION
BlueC1646,LON,3,0,2,,,,0.9,0,19.213944,ESTIMATED COMPACTION
BlueC1647,LON,3,14,16,,,,0.9,0,28.951944,ESTIMATED COMPACTION
BlueC1648,LON,3,28,30,,,,0.9,0,38.859944,ESTIMATED COMPACTION
BlueC1719,LON,1,0,2,,,,0.9,0,18.323002,ESTIMATED COMPACTION
BlueC1720,LON,1,14,16,,,,0.9,0,30.031002,ESTIMATED COMPACTION
BlueC1721,LON,1,28,30,,,,0.9,0,45.597002,ESTIMATED COMPACTION
BlueC1725,ACI,1,0,2,,,,0.8,0,3.654002,ESTIMATED COMPACTION
BlueC1726,ACI,1,14,16,,,,0.8,0,27.209002,ESTIMATED COMPACTION
BlueC1727,ACI,1,28,30,,,,0.8,0,35.455002,ESTIMATED COMPACTION
BlueC1746,LC,3,0,2,,,,0.85,0,23.642002,ESTIMATED COMPACTION
BlueC1747,LC,3,14,16,,,,0.85,0,40.122002,ESTIMATED COMPACTION
BlueC1748,LC,3,28,30,,,,0.85,0,87.280002,ESTIMATED COMPACTION
BlueC1802,LMOM,2,0,2,,,,0.7,0,36.044944,ESTIMATED COMPACTION
BlueC1803,LMOM,2,14,16,,,,0.7,0,58.626944,ESTIMATED COMPACTION
BlueC1804,LMOM,2,28,30,,,,0.7,0,67.501944,ESTIMATED COMPACTION
BlueC1805,LMOM,1,0,2,,,,0.7,0,39.954944,ESTIMATED COMPACTION
BlueC1806,LMOM,1,14,16,,,,0.7,0,59.686944,ESTIMATED COMPACTION
BlueC1807,LMOM,1,28,30,,,,0.7,0,61.215944,ESTIMATED COMPACTION
BlueC1808,ACI,3,0,2,,,,0.8,0,3.847944,ESTIMATED COMPACTION
BlueC1809,ACI,3,14,16,,,,0.8,0,21.356944,ESTIMATED COMPACTION
BlueC1810,ACI,3,28,30,,,,0.8,0,35.456944,ESTIMATED COMPACTION
BlueC1814,PIC,1,0,2,,,,0.7,0,1.828944,ESTIMATED COMPACTION
BlueC1815,PIC,1,14,16,,,,0.7,0,2.537944,ESTIMATED COMPACTION
BlueC1816,PIC,1,28,30,,,,0.7,0,12.890944,ESTIMATED COMPACTION
BlueC1820,PIC,2,0,2,,,,0.7,0,2.539944,ESTIMATED COMPACTION
BlueC1821,PIC,2,14,16,,,,0.7,0,3.609944,ESTIMATED COMPACTION
BlueC1822,PIC,2,28,30,,,,0.7,0,26.721944,ESTIMATED COMPACTION
BlueC1826,LMOM,3,0,2,,,,0.7,0,46.706944,ESTIMATED COMPACTION
BlueC1827,LMOM,3,14,16,,,,0.7,0,61.091944,ESTIMATED COMPACTION
BlueC1828,LMOM,3,28,30,,,,0.7,0,69.292944,ESTIMATED COMPACTION
BlueC1829,EWE,3,0,2,,,,0.6,0,4.707944,ESTIMATED COMPACTION
BlueC1830,EWE,3,14,16,,,,0.6,0,5.326944,ESTIMATED COMPACTION
BlueC1831,EWE,3,28,30,,,,0.6,0,20.719944,ESTIMATED COMPACTION
BlueC1847,EWE,1,0,2,,,,0.6,0,6.548944,ESTIMATED COMPACTION
BlueC1848,EWE,1,14,16,,,,0.6,0,4.923944,ESTIMATED COMPACTION
BlueC1849,EWE,1,28,30,,,,0.6,0,5.729944,ESTIMATED COMPACTION
BlueC1856,EWE,4,0,2,,,,0.6,0,5.085944,ESTIMATED COMPACTION
BlueC1857,EWE,4,14,16,,,,0.6,0,6.909944,ESTIMATED COMPACTION
